Setting,Value
Resource Address,TCPIP0::169.254.250.89::inst0::INSTR
Timeout (ms),20000
Frequency Mode,Center/Span
Start Freq (Hz),1000000000.0
Stop Freq (Hz),4000000000.0
Center Freq (Hz),2500000000.0
Span (Hz),3000000000.0
IF Bandwidth (Hz),100000.0
Plot Type,VSWR

Frequency (Hz),VSWR
1000000000.0,25.098887028254588
1015000000.0,21.730527959654648
1030000000.0,21.779175614415262
1045000000.0,23.569271294912877
1060000000.0,25.693757265159046
1075000000.0,25.932088566016677
1090000000.0,24.198923090788295
1105000000.0,22.548361739524935
1120000000.0,22.881713738672055
1135000000.0,22.347383286383643
1150000000.0,21.790867887546906
1165000000.0,22.280884991380177
1180000000.0,22.581318811945664
1195000000.0,23.553761826730142
1210000000.0,24.035750378161108
1225000000.0,21.999554120652487
1240000000.0,20.948574018642518
1255000000.0,19.96330363896986
1270000000.0,20.924768117850654
1285000000.0,22.55235439521904
1300000000.0,23.76106854622493
1315000000.0,22.062145516718868
1330000000.0,20.434532551368928
1345000000.0,20.148261388168134
1360000000.0,20.526972510523684
1375000000.0,21.01155222964631
1390000000.0,20.807280365806964
1405000000.0,20.3533449771901
1420000000.0,21.204736012078506
1435000000.0,21.570735234454965
1450000000.0,21.137200659778742
1465000000.0,18.979812025172087
1480000000.0,19.346488326310773
1495000000.0,18.837274276383113
1510000000.0,18.220141921798906
1525000000.0,21.791765479063212
1540000000.0,19.789162256175697
1555000000.0,18.288657666054647
1570000000.0,18.004447355774133
1585000000.0,19.92440676299883
1600000000.0,19.95265185140812
1615000000.0,18.52902187081107
1630000000.0,17.83573762972826
1645000000.0,18.847693985193636
1660000000.0,21.013436919407436
1675000000.0,21.135473592410076
1690000000.0,18.120562094467065
1705000000.0,16.306916011523736
1720000000.0,16.697750671272377
1735000000.0,20.158927801339146
1750000000.0,21.225620863203133
1765000000.0,19.25344676574709
1780000000.0,16.9296728186722
1795000000.0,16.600371101439993
1810000000.0,17.506642694247272
1825000000.0,19.272434314409814
1840000000.0,18.695053805331995
1855000000.0,17.313002547493817
1870000000.0,17.433974196357866
1885000000.0,18.09048148363677
1900000000.0,18.11104499067726
1915000000.0,17.44248459108978
1930000000.0,15.807777163034533
1945000000.0,15.77759416807734
1960000000.0,16.76721364245967
1975000000.0,17.814957563640256
1990000000.0,17.467918952991138
2005000000.0,16.49634324652001
2020000000.0,16.38405103257993
2035000000.0,16.161900235796615
2050000000.0,16.09322401628707
2065000000.0,15.928810224830737
2080000000.0,15.928556765192635
2095000000.0,16.627236053350096
2110000000.0,17.97314619164892
2125000000.0,17.01112545391584
2140000000.0,16.38245932393635
2155000000.0,14.200905733357262
2170000000.0,14.444769879676038
2185000000.0,15.49807360036362
2200000000.0,17.681869996001534
2215000000.0,17.678545289194833
2230000000.0,15.626569257811312
2245000000.0,14.191765704301407
2260000000.0,14.126938108334892
2275000000.0,15.888118456607168
2290000000.0,16.71934259164958
2305000000.0,16.29868755637814
2320000000.0,14.809509414065564
2335000000.0,14.70955031756462
2350000000.0,16.470563966619427
2365000000.0,17.437246052582683
2380000000.0,16.393015967263075
2395000000.0,14.485632711046375
2410000000.0,13.869988710106929
2425000000.0,15.47626759327758
2440000000.0,17.846900302245107
2455000000.0,18.13221447096162
2470000000.0,15.714556551912024
2485000000.0,15.086657443373536
2500000000.0,14.791140867705208
2515000000.0,14.221416182869783
2530000000.0,15.638233209253823
2545000000.0,14.314918853013765
2560000000.0,15.554104534409278
2575000000.0,15.070797417963416
2590000000.0,14.730011057332405
2605000000.0,14.114871105371783
2620000000.0,13.436547231054917
2635000000.0,13.993899896596497
2650000000.0,15.439426082439915
2665000000.0,16.136968444642996
2680000000.0,14.750890718012876
2695000000.0,13.168961789863134
2710000000.0,12.711282754024538
2725000000.0,14.029290408966203
2740000000.0,15.488016603396408
2755000000.0,14.819135144004287
2770000000.0,13.759925633122135
2785000000.0,13.430107814143508
2800000000.0,14.894800149201028
2815000000.0,15.836593157655914
2830000000.0,14.722792345093445
2845000000.0,12.719675634042568
2860000000.0,12.365532186643815
2875000000.0,14.222839155281267
2890000000.0,16.075321547549514
2905000000.0,16.904160809322963
2920000000.0,14.614421112115156
2935000000.0,12.450996458627301
2950000000.0,12.38796974216749
2965000000.0,13.604881312234363
2980000000.0,15.076071527676989
2995000000.0,15.33294013986811
3010000000.0,14.152663765277412
3025000000.0,13.227056283087233
3040000000.0,13.020832894442181
3055000000.0,13.070393677676627
3070000000.0,13.184473676449388
3085000000.0,13.169796407567658
3100000000.0,13.462200203602817
3115000000.0,14.068485279913965
3130000000.0,13.575003915848662
3145000000.0,13.092581150595704
3160000000.0,11.943787816279873
3175000000.0,12.503450318617343
3190000000.0,12.765946008592149
3205000000.0,12.74976012320019
3220000000.0,12.98140187838957
3235000000.0,13.375303937378424
3250000000.0,14.382355910038914
3265000000.0,13.5063689084056
3280000000.0,12.875996289146805
3295000000.0,10.98949905152191
3310000000.0,11.277804186826337
3325000000.0,13.221237844986607
3340000000.0,14.203214282854786
3355000000.0,14.729011370686731
3370000000.0,13.152739705617353
3385000000.0,11.698117791279117
3400000000.0,11.432241342226376
3415000000.0,12.431572540725158
3430000000.0,13.942650897240894
3445000000.0,13.661532087701202
3460000000.0,12.856401495595403
3475000000.0,12.282721482040287
3490000000.0,12.23154671834183
3505000000.0,12.696199815012733
3520000000.0,12.644144328981126
3535000000.0,12.136414510833344
3550000000.0,12.129046514829875
3565000000.0,12.71773189501145
3580000000.0,13.003591268678429
3595000000.0,12.72402960821045
3610000000.0,12.33605741715271
3625000000.0,11.632647405745264
3640000000.0,11.356830725688981
3655000000.0,11.746548097051898
3670000000.0,12.29792131748364
3685000000.0,11.848929562296753
3700000000.0,12.820090050809723
3715000000.0,12.246731415618852
3730000000.0,11.126957636628116
3745000000.0,10.745454553196499
3760000000.0,10.569237293461777
3775000000.0,11.971652553136785
3790000000.0,13.304500912974747
3805000000.0,13.28879767121018
3820000000.0,11.361622435002921
3835000000.0,10.168859897143564
3850000000.0,10.247080259477015
3865000000.0,11.447002040434048
3880000000.0,12.661656445987912
3895000000.0,12.304761582925492
3910000000.0,11.147764808885016
3925000000.0,10.598080035537652
3940000000.0,11.140530154259455
3955000000.0,11.46951154895171
3970000000.0,11.468469536365903
3985000000.0,10.578457838970579
4000000000.0,10.363786694927134
